"REF_DATE","GEO","DGUID","Type of structure","Type of work","Variables","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","Alberta","2016A000248","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271782885","10.51.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121497642","10.51.1.5.1","411",,,,"0"
"2020-04","Alberta","2016A000248","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121497642","10.51.1.5.1","270",,,,"0"
"2020-03","Alberta","2016A000248","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271888543","10.51.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271888543","10.51.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Trade and services","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121497874","10.52.1.1.1","46106",,,,"0"
"2020-04","Alberta","2016A000248","Trade and services","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121497874","10.52.1.1.1","14774",,,,"0"
"2020-03","Alberta","2016A000248","Trade and services","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271782890","10.52.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Trade and services","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271782890","10.52.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Trade and services","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121497882","10.52.1.5.1","32",,,,"0"
"2020-04","Alberta","2016A000248","Trade and services","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121497882","10.52.1.5.1","23",,,,"0"
"2020-03","Alberta","2016A000248","Trade and services","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271888548","10.52.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Trade and services","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271888548","10.52.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Warehouses","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121499074","10.57.1.1.1","29098",,,,"0"
"2020-04","Alberta","2016A000248","Warehouses","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121499074","10.57.1.1.1","75304",,,,"0"
"2020-03","Alberta","2016A000248","Warehouses","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739543","10.57.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Warehouses","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739543","10.57.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Warehouses","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121499082","10.57.1.5.1","22",,,,"0"
"2020-04","Alberta","2016A000248","Warehouses","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121499082","10.57.1.5.1","17",,,,"0"
"2020-03","Alberta","2016A000248","Warehouses","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883365","10.57.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Warehouses","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883365","10.57.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Service stations","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121499314","10.58.1.1.1","7338",,,,"0"
"2020-04","Alberta","2016A000248","Service stations","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121499314","10.58.1.1.1","3971",,,,"0"
"2020-03","Alberta","2016A000248","Service stations","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739557","10.58.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Service stations","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739557","10.58.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Service stations","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121499322","10.58.1.5.1","6",,,,"0"
"2020-04","Alberta","2016A000248","Service stations","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121499322","10.58.1.5.1","5",,,,"0"
"2020-03","Alberta","2016A000248","Service stations","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883379","10.58.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Service stations","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883379","10.58.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Office buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121499554","10.59.1.1.1","42561",,,,"0"
"2020-04","Alberta","2016A000248","Office buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121499554","10.59.1.1.1","28600",,,,"0"
"2020-03","Alberta","2016A000248","Office buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739571","10.59.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Office buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739571","10.59.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Office buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121499562","10.59.1.5.1","36",,,,"0"
"2020-04","Alberta","2016A000248","Office buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121499562","10.59.1.5.1","32",,,,"0"
"2020-03","Alberta","2016A000248","Office buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883393","10.59.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Office buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883393","10.59.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Recreation","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121500274","10.62.1.1.1","18641",,,,"0"
"2020-04","Alberta","2016A000248","Recreation","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121500274","10.62.1.1.1","7224",,,,"0"
"2020-03","Alberta","2016A000248","Recreation","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739613","10.62.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Recreation","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739613","10.62.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Recreation","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121500282","10.62.1.5.1","7",,,,"0"
"2020-04","Alberta","2016A000248","Recreation","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121500282","10.62.1.5.1","8",,,,"0"
"2020-03","Alberta","2016A000248","Recreation","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883435","10.62.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Recreation","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271883435","10.62.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121501234","10.66.1.1.1","8980",,,,"0"
"2020-04","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121501234","10.66.1.1.1","7854",,,,"0"
"2020-03","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739669","10.66.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739669","10.66.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121501242","10.66.1.5.1","9",,,,"0"
"2020-04","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121501242","10.66.1.5.1","10",,,,"0"
"2020-03","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824319","10.66.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824319","10.66.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Laboratories","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121502674","10.72.1.1.1","900",,,,"0"
"2020-04","Alberta","2016A000248","Laboratories","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121502674","10.72.1.1.1","0",,,,"0"
"2020-03","Alberta","2016A000248","Laboratories","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739753","10.72.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Laboratories","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739753","10.72.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Laboratories","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121502682","10.72.1.5.1","1",,,,"0"
"2020-04","Alberta","2016A000248","Laboratories","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121502682","10.72.1.5.1","0",,,,"0"
"2020-03","Alberta","2016A000248","Laboratories","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824403","10.72.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Laboratories","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824403","10.72.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121502914","10.73.1.1.1","29395",,,,"0"
"2020-04","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121502914","10.73.1.1.1","116025",,,,"0"
"2020-03","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739767","10.73.1.1.3","27959",,,,"0"
"2020-04","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739767","10.73.1.1.3","110516",,,,"0"
"2020-03","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121502922","10.73.1.5.1","69",,,,"0"
"2020-04","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121502922","10.73.1.5.1","68",,,,"0"
"2020-03","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824417","10.73.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824417","10.73.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121503154","10.74.1.1.1","25882",,,,"0"
"2020-04","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121503154","10.74.1.1.1","113853",,,,"0"
"2020-03","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739781","10.74.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739781","10.74.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121503162","10.74.1.5.1","21",,,,"0"
"2020-04","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121503162","10.74.1.5.1","28",,,,"0"
"2020-03","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824431","10.74.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824431","10.74.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121503394","10.75.1.1.1","3513",,,,"0"
"2020-04","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121503394","10.75.1.1.1","2172",,,,"0"
"2020-03","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739795","10.75.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739795","10.75.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121503402","10.75.1.5.1","48",,,,"0"
"2020-04","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121503402","10.75.1.5.1","40",,,,"0"
"2020-03","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824445","10.75.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824445","10.75.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Schools, education","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121503634","10.76.1.1.1","9289",,,,"0"
"2020-04","Alberta","2016A000248","Schools, education","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121503634","10.76.1.1.1","44799",,,,"0"
"2020-03","Alberta","2016A000248","Schools, education","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739800","10.76.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Schools, education","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739800","10.76.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Schools, education","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121503642","10.76.1.5.1","10",,,,"0"
"2020-04","Alberta","2016A000248","Schools, education","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121503642","10.76.1.5.1","11",,,,"0"
"2020-03","Alberta","2016A000248","Schools, education","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824450","10.76.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Schools, education","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824450","10.76.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Medical, hospital","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121505074","10.82.1.1.1","5185",,,,"0"
"2020-04","Alberta","2016A000248","Medical, hospital","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121505074","10.82.1.1.1","920",,,,"0"
"2020-03","Alberta","2016A000248","Medical, hospital","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739884","10.82.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Medical, hospital","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739884","10.82.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Medical, hospital","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121505082","10.82.1.5.1","3",,,,"0"
"2020-04","Alberta","2016A000248","Medical, hospital","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121505082","10.82.1.5.1","2",,,,"0"
"2020-03","Alberta","2016A000248","Medical, hospital","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824534","10.82.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Medical, hospital","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824534","10.82.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Welfare, home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121505794","10.85.1.1.1","1852",,,,"0"
"2020-04","Alberta","2016A000248","Welfare, home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121505794","10.85.1.1.1","47051",,,,"0"
"2020-03","Alberta","2016A000248","Welfare, home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739926","10.85.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Welfare, home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739926","10.85.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Welfare, home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121505802","10.85.1.5.1","4",,,,"0"
"2020-04","Alberta","2016A000248","Welfare, home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121505802","10.85.1.5.1","9",,,,"0"
"2020-03","Alberta","2016A000248","Welfare, home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824576","10.85.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Welfare, home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824576","10.85.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Churches, religion","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121506034","10.86.1.1.1","500",,,,"0"
"2020-04","Alberta","2016A000248","Churches, religion","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121506034","10.86.1.1.1","18654",,,,"0"
"2020-03","Alberta","2016A000248","Churches, religion","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739940","10.86.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Churches, religion","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739940","10.86.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Churches, religion","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121506042","10.86.1.5.1","1",,,,"0"
"2020-04","Alberta","2016A000248","Churches, religion","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121506042","10.86.1.5.1","4",,,,"0"
"2020-03","Alberta","2016A000248","Churches, religion","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824590","10.86.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Churches, religion","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824590","10.86.1.5.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Government buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121506274","10.87.1.1.1","9056",,,,"0"
"2020-04","Alberta","2016A000248","Government buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121506274","10.87.1.1.1","2429",,,,"0"
"2020-03","Alberta","2016A000248","Government buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739954","10.87.1.1.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Government buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739954","10.87.1.1.3",,"..",,,"0"
"2020-03","Alberta","2016A000248","Government buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121506282","10.87.1.5.1","3",,,,"0"
"2020-04","Alberta","2016A000248","Government buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121506282","10.87.1.5.1","2",,,,"0"
"2020-03","Alberta","2016A000248","Government buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824604","10.87.1.5.3",,"..",,,"0"
"2020-04","Alberta","2016A000248","Government buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824604","10.87.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121506994","11.1.1.1.1","1063011",,,,"0"
"2020-04","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121506994","11.1.1.1.1","1071489",,,,"0"
"2020-03","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739996","11.1.1.1.3","821184",,,,"0"
"2020-04","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271739996","11.1.1.1.3","823837",,,,"0"
"2020-03","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121507002","11.1.1.5.1","2796",,,,"0"
"2020-04","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121507002","11.1.1.5.1","2511",,,,"0"
"2020-03","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824646","11.1.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824646","11.1.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Total residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121507714","11.4.1.1.1","564198",,,,"0"
"2020-04","British Columbia","2016A000259","Total residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121507714","11.4.1.1.1","793848",,,,"0"
"2020-03","British Columbia","2016A000259","Total residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740045","11.4.1.1.3","433925",,,,"0"
"2020-04","British Columbia","2016A000259","Total residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740045","11.4.1.1.3","608151",,,,"0"
"2020-03","British Columbia","2016A000259","Total residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121507722","11.4.1.5.1","1893",,,,"0"
"2020-04","British Columbia","2016A000259","Total residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121507722","11.4.1.5.1","1856",,,,"0"
"2020-03","British Columbia","2016A000259","Total residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824695","11.4.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Total residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271824695","11.4.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121508434","11.7.1.1.1","247853",,,,"0"
"2020-04","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121508434","11.7.1.1.1","216665",,,,"0"
"2020-03","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740088","11.7.1.1.3","193199",,,,"0"
"2020-04","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740088","11.7.1.1.3","169035",,,,"0"
"2020-03","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121508442","11.7.1.5.1","1318",,,,"0"
"2020-04","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121508442","11.7.1.5.1","1321",,,,"0"
"2020-03","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816316","11.7.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816316","11.7.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121508674","11.8.1.1.1","238446",,,,"0"
"2020-04","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121508674","11.8.1.1.1","206955",,,,"0"
"2020-03","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740105","11.8.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740105","11.8.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121508682","11.8.1.5.1","726",,,,"0"
"2020-04","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121508682","11.8.1.5.1","688",,,,"0"
"2020-03","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816333","11.8.1.5.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816333","11.8.1.5.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121508914","11.9.1.1.1","9407",,,,"0"
"2020-04","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121508914","11.9.1.1.1","9710",,,,"0"
"2020-03","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740122","11.9.1.1.3",,"..",,,"0"
"2020-04","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271740122","11.9.1.1.3",,"..",,,"0"
"2020-03","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121508922","11.9.1.5.1","592",,,,"0"
"2020-04","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121508922","11.9.1.5.1","633",,,,"0"
"2020-03","British Columbia","2016A000259","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271816350","11.9.1.5.3",,"..",,,"0"
